Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H30,Total equity and liabilities,Financial position,8150,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,3246,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H32,Current liabilities,Financial position,2133,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H33,Other liabilities,Financial position,2771,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars,H34,Total income per employee count,Financial ratios,426900,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars,H35,Surplus per employee count,Financial ratios,37400,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H36,Current ratio,Financial ratios,89,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H37,Quick ratio,Financial ratios,56,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H39,Return on equity,Financial ratios,7,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H40,Return on total assets,Financial ratios,3,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H41,Liabilities structure,Financial ratios,40,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H01,Total income,Financial performance,6424,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H04,Sales of goods and services,Financial performance,5897,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,62,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,1,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H07,Non-operating income,Financial performance,465,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H08,Total expenditure,Financial performance,6304,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H09,Interest and donations,Financial performance,298,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H10,Indirect taxes,Financial performance,27,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H11,Depreciation,Financial performance,285,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H12,Salaries and wages paid,Financial performance,447,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,4355,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H20,Non-operating expenses,Financial performance,893,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H21,Opening stocks,Financial performance,180,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H22,Closing stocks,Financial performance,180,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H23,Surplus before income tax,Financial performance,120,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H24,Total assets,Financial position,32001,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H25,Current assets,Financial position,2133,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H26,Fixed tangible assets,Financial position,7805,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H29,Other assets,Financial position,22063,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H30,Total equity and liabilities,Financial position,32001,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,20352,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H32,Current liabilities,Financial position,3672,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars (millions),H33,Other liabilities,Financial position,7977,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars,H34,Total income per employee count,Financial ratios,1280600,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Dollars,H35,Surplus per employee count,Financial ratios,23900,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Percentage,H36,Current ratio,Financial ratios,58,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Percentage,H37,Quick ratio,Financial ratios,53,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Percentage,H39,Return on equity,Financial ratios,1,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Percentage,H40,Return on total assets,Financial ratios,0,ANZSIC06 group A030
2023,Level 3,AA21,Forestry and Logging,Percentage,H41,Liabilities structure,Financial ratios,64,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H01,Total income,Financial performance,6424,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H04,Sales of goods and services,Financial performance,5897,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,62,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,1,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H07,Non-operating income,Financial performance,465,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H08,Total expenditure,Financial performance,6304,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H09,Interest and donations,Financial performance,298,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H10,Indirect taxes,Financial performance,27,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H11,Depreciation,Financial performance,285,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H12,Salaries and wages paid,Financial performance,447,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,4355,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H20,Non-operating expenses,Financial performance,893,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H21,Opening stocks,Financial performance,180,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H22,Closing stocks,Financial performance,180,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H23,Surplus before income tax,Financial performance,120,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H24,Total assets,Financial position,32001,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H25,Current assets,Financial position,2133,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H26,Fixed tangible assets,Financial position,7805,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H29,Other assets,Financial position,22063,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H30,Total equity and liabilities,Financial position,32001,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,20352,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H32,Current liabilities,Financial position,3672,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars (millions),H33,Other liabilities,Financial position,7977,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars,H34,Total income per employee count,Financial ratios,1280600,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Dollars,H35,Surplus per employee count,Financial ratios,23900,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Percentage,H36,Current ratio,Financial ratios,58,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Percentage,H37,Quick ratio,Financial ratios,53,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Percentage,H39,Return on equity,Financial ratios,1,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Percentage,H40,Return on total assets,Financial ratios,0,ANZSIC06 group A030
2023,Level 4,AA211,Forestry and Logging,Percentage,H41,Liabilities structure,Financial ratios,64,ANZSIC06 group A030
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H01,Total income,Financial performance,1715,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,1667,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,30,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H07,Non-operating income,Financial performance,18,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H08,Total expenditure,Financial performance,1539,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H09,Interest and donations,Financial performance,33,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H10,Indirect taxes,Financial performance,17,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H11,Depreciation,Financial performance,80,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H12,Salaries and wages paid,Financial performance,271,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,1120,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H20,Non-operating expenses,Financial performance,19,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H21,Opening stocks,Financial performance,210,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H22,Closing stocks,Financial performance,222,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H23,Surplus before income tax,Financial performance,187,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H24,Total assets,Financial position,2704,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H25,Current assets,Financial position,814,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H26,Fixed tangible assets,Financial position,706,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H29,Other assets,Financial position,1184,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H30,Total equity and liabilities,Financial position,2704,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1315,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H32,Current liabilities,Financial position,556,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H33,Other liabilities,Financial position,833,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars,H34,Total income per employee count,Financial ratios,573500,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Dollars,H35,Surplus per employee count,Financial ratios,62600,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Percentage,H36,Current ratio,Financial ratios,146,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Percentage,H37,Quick ratio,Financial ratios,106,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Percentage,H39,Return on equity,Financial ratios,14,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Percentage,H40,Return on total assets,Financial ratios,7,ANZSIC06 groups A020 and A041
2023,Level 3,AA31,Fishing and Aquaculture,Percentage,H41,Liabilities structure,Financial ratios,49,ANZSIC06 groups A020 and A041
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H01,Total income,Financial performance,6709,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H04,Sales of goods and services,Financial performance,6560,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,75,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,12,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H07,Non-operating income,Financial performance,62,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H08,Total expenditure,Financial performance,6100,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H09,Interest and donations,Financial performance,158,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H10,Indirect taxes,Financial performance,23,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H11,Depreciation,Financial performance,363,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H12,Salaries and wages paid,Financial performance,1722,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H13,Redundancy and severance,Financial performance,1,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,3784,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H20,Non-operating expenses,Financial performance,49,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H21,Opening stocks,Financial performance,336,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H22,Closing stocks,Financial performance,383,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H23,Surplus before income tax,Financial performance,656,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H24,Total assets,Financial position,9327,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H25,Current assets,Financial position,2396,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H26,Fixed tangible assets,Financial position,5242,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H29,Other assets,Financial position,1689,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H30,Total equity and liabilities,Financial position,9327,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,4227,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H32,Current liabilities,Financial position,2344,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H33,Other liabilities,Financial position,2756,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars,H34,Total income per employee count,Financial ratios,224500,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars,H35,Surplus per employee count,Financial ratios,21900,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H36,Current ratio,Financial ratios,102,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H37,Quick ratio,Financial ratios,86,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H39,Return on equity,Financial ratios,16,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H40,Return on total assets,Financial ratios,7,"ANZSIC06 groups A042, A051, and A052"
2023,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H41,Liabilities structure,Financial ratios,45,"ANZSIC06 groups A042, A051, and A052"
2023,Level 1,BB,Mining,Dollars (millions),H01,Total income,Financial performance,6237,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H04,Sales of goods and services,Financial performance,5709,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,90,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,1,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H07,Non-operating income,Financial performance,438,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H08,Total expenditure,Financial performance,5232,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H09,Interest and donations,Financial performance,171,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H10,Indirect taxes,Financial performance,47,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H11,Depreciation,Financial performance,799,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H12,Salaries and wages paid,Financial performance,754,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,2657,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H20,Non-operating expenses,Financial performance,804,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H21,Opening stocks,Financial performance,373,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H22,Closing stocks,Financial performance,475,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H23,Surplus before income tax,Financial performance,1106,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H24,Total assets,Financial position,12637,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H25,Current assets,Financial position,4191,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H26,Fixed tangible assets,Financial position,6042,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H27,Additions to fixed assets,Financial position,1371,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H28,Disposals of fixed assets,Financial position,131,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H29,Other assets,Financial position,2405,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H30,Total equity and liabilities,Financial position,12637,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,4342,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H32,Current liabilities,Financial position,2965,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars (millions),H33,Other liabilities,Financial position,5330,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars,H34,Total income per employee count,Financial ratios,1008600,ANZSIC06 division B
2023,Level 1,BB,Mining,Dollars,H35,Surplus per employee count,Financial ratios,178900,ANZSIC06 division B
2023,Level 1,BB,Mining,Percentage,H36,Current ratio,Financial ratios,141,ANZSIC06 division B
2023,Level 1,BB,Mining,Percentage,H37,Quick ratio,Financial ratios,125,ANZSIC06 division B
2023,Level 1,BB,Mining,Percentage,H39,Return on equity,Financial ratios,25,ANZSIC06 division B
2023,Level 1,BB,Mining,Percentage,H40,Return on total assets,Financial ratios,9,ANZSIC06 division B
2023,Level 1,BB,Mining,Percentage,H41,Liabilities structure,Financial ratios,34,ANZSIC06 division B
2023,Level 1,CC,Manufacturing,Dollars (millions),H01,Total income,Financial performance,131578,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,7804,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,122081,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,562,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,188,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,943,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,122767,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,1033,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,938,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,3878,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,18911,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,37,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,5297,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,91700,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,1009,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,18180,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,19392,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,10023,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H24,Total assets,Financial position,105992,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H25,Current assets,Financial position,51626,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,31127,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,4894,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,1077,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H29,Other assets,Financial position,23239,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,105992,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,50126,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,33507,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,22359,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,545300,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,41500,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Percentage,H36,Current ratio,Financial ratios,154,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Percentage,H37,Quick ratio,Financial ratios,96,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,32,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Percentage,H39,Return on equity,Financial ratios,20,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Percentage,H40,Return on total assets,Financial ratios,9,ANZSIC06 division C
2023,Level 1,CC,Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,47,ANZSIC06 division C
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,7458,ANZSIC06 groups C121 and C122
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,523,ANZSIC06 groups C121 and C122
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,6762,ANZSIC06 groups C121 and C122
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,20,ANZSIC06 groups C121 and C122
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,4,ANZSIC06 groups C121 and C122
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,148,ANZSIC06 groups C121 and C122
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,7014,ANZSIC06 groups C121 and C122
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,119,ANZSIC06 groups C121 and C122
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,619,ANZSIC06 groups C121 and C122
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,347,ANZSIC06 groups C121 and C122
